country,currency,year,type,l1,l2,l3,l4,l5,value
uganda,ugandan shillings,2000.0,actual,total revenue and grants,,,,,1575000000000.0
uganda,ugandan shillings,2001.0,actual,total revenue and grants,,,,,1914000000000.0
uganda,ugandan shillings,2002.0,actual,total revenue and grants,,,,,1969000000000.0
uganda,ugandan shillings,2003.0,actual,total revenue and grants,,,,,2264000000000.0
uganda,ugandan shillings,2004.0,actual,total revenue and grants,,,,,2918300000000.0
uganda,ugandan shillings,2005.0,actual,total revenue and grants,,,,,3146000000000.0
uganda,ugandan shillings,2006.0,actual,total revenue and grants,,,,,3241000000000.0
uganda,ugandan shillings,2007.0,actual,total revenue and grants,,,,,3624000000000.0
uganda,ugandan shillings,2008.0,actual,total revenue and grants,,,,,3800000000000.0
uganda,ugandan shillings,2009.0,actual,total revenue and grants,,,,,4546000000000.0
uganda,ugandan shillings,2010.0,actual ,total revenue and grants,,,,,5136000000000.0
uganda,ugandan shillings,2011.0,actual,total revenue and grants,,,,,7221000000000.0
uganda,ugandan shillings,2012.0,actual,total revenue and grants,,,,,7771000000000.0
uganda,ugandan shillings,2013.0,actual,total revenue and grants,,,,,8245000000000.0
uganda,ugandan shillings,2014.0,budget,total revenue and grants,,,,,9679900000000.0
uganda,ugandan shillings,2014.0,prel,total revenue and grants,,,,,8874000000000.0
uganda,ugandan shillings,2015.0,proj,total revenue and grants,,,,,10999000000000.0
uganda,ugandan shillings,2016.0,proj,total revenue and grants,,,,,11872000000000.0
uganda,ugandan shillings,2017.0,proj,total revenue and grants,,,,,13510000000000.0
uganda,ugandan shillings,2018.0,proj,total revenue and grants,,,,,15537000000000.0
uganda,ugandan shillings,2019.0,proj,total revenue and grants,,,,,17726000000000.0
uganda,ugandan shillings,2000.0,actual,total revenue and grants,revenue,,,,1059000000000.0
uganda,ugandan shillings,2001.0,actual,total revenue and grants,revenue,,,,1128000000000.0
uganda,ugandan shillings,2002.0,actual,total revenue and grants,revenue,,,,1254000000000.0
uganda,ugandan shillings,2003.0,actual,total revenue and grants,revenue,,,,1434000000000.0
uganda,ugandan shillings,2004.0,actual,total revenue and grants,revenue,,,,1669200000000.0
uganda,ugandan shillings,2005.0,actual,total revenue and grants,revenue,,,,1948000000000.0
uganda,ugandan shillings,2006.0,actual,total revenue and grants,revenue,,,,2267000000000.0
uganda,ugandan shillings,2007.0,actual,total revenue and grants,revenue,,,,2667000000000.0
uganda,ugandan shillings,2008.0,actual,total revenue and grants,revenue,,,,3145000000000.0
uganda,ugandan shillings,2009.0,actual,total revenue and grants,revenue,,,,3758000000000.0
uganda,ugandan shillings,2010.0,actual ,total revenue and grants,revenue,,,,4273000000000.0
uganda,ugandan shillings,2011.0,actual,total revenue and grants,revenue,,,,6330000000000.0
uganda,ugandan shillings,2012.0,actual,total revenue and grants,revenue,,,,6634000000000.0
uganda,ugandan shillings,2013.0,actual,total revenue and grants,revenue,,,,7309000000000.0
uganda,ugandan shillings,2014.0,budget,total revenue and grants,revenue,,,,8770200000000.0
uganda,ugandan shillings,2014.0,prel,total revenue and grants,revenue,,,,8165000000000.0
uganda,ugandan shillings,2015.0,proj,total revenue and grants,revenue,,,,9777000000000.0
uganda,ugandan shillings,2016.0,proj,total revenue and grants,revenue,,,,11048000000000.0
uganda,ugandan shillings,2017.0,proj,total revenue and grants,revenue,,,,12691000000000.0
uganda,ugandan shillings,2018.0,proj,total revenue and grants,revenue,,,,14656000000000.0
uganda,ugandan shillings,2019.0,proj,total revenue and grants,revenue,,,,16988000000000.0
uganda,ugandan shillings,2000.0,actual,total revenue and grants,revenue,tax,,,928000000000.0
uganda,ugandan shillings,2001.0,actual,total revenue and grants,revenue,tax,,,1029000000000.0
uganda,ugandan shillings,2002.0,actual,total revenue and grants,revenue,tax,,,1156000000000.0
uganda,ugandan shillings,2003.0,actual,total revenue and grants,revenue,tax,,,1338000000000.0
uganda,ugandan shillings,2004.0,actual,total revenue and grants,revenue,tax,,,1550500000000.0
uganda,ugandan shillings,2005.0,actual,total revenue and grants,revenue,tax,,,1828000000000.0
uganda,ugandan shillings,2006.0,actual,total revenue and grants,revenue,tax,,,2142000000000.0
uganda,ugandan shillings,2007.0,actual,total revenue and grants,revenue,tax,,,2524000000000.0
uganda,ugandan shillings,2008.0,actual,total revenue and grants,revenue,tax,,,3024000000000.0
uganda,ugandan shillings,2009.0,actual,total revenue and grants,revenue,tax,,,3560000000000.0
uganda,ugandan shillings,2010.0,actual ,total revenue and grants,revenue,tax,,,4067000000000.0
uganda,ugandan shillings,2011.0,actual,total revenue and grants,revenue,tax,,,4958000000000.0
uganda,ugandan shillings,2012.0,actual,total revenue and grants,revenue,tax,,,5983000000000.0
uganda,ugandan shillings,2013.0,actual,total revenue and grants,revenue,tax,,,7005000000000.0
uganda,ugandan shillings,2014.0,budget,total revenue and grants,revenue,tax,,,8588100000000.0
uganda,ugandan shillings,2014.0,prel,total revenue and grants,revenue,tax,,,7831000000000.0
uganda,ugandan shillings,2015.0,proj,total revenue and grants,revenue,tax,,,9372000000000.0
uganda,ugandan shillings,2016.0,proj,total revenue and grants,revenue,tax,,,10544000000000.0
uganda,ugandan shillings,2017.0,proj,total revenue and grants,revenue,tax,,,12111000000000.0
uganda,ugandan shillings,2018.0,proj,total revenue and grants,revenue,tax,,,13963000000000.0
uganda,ugandan shillings,2019.0,proj,total revenue and grants,revenue,tax,,,16159000000000.0
uganda,ugandan shillings,2000.0,actual,total revenue and grants,revenue,tax,international trade taxes,,105000000000.0
uganda,ugandan shillings,2001.0,actual,total revenue and grants,revenue,tax,international trade taxes,,141000000000.0
uganda,ugandan shillings,2002.0,actual,total revenue and grants,revenue,tax,international trade taxes,,117000000000.0
uganda,ugandan shillings,2003.0,actual,total revenue and grants,revenue,tax,international trade taxes,,134000000000.0
uganda,ugandan shillings,2004.0,actual,total revenue and grants,revenue,tax,international trade taxes,,135300000000.0
uganda,ugandan shillings,2005.0,actual,total revenue and grants,revenue,tax,international trade taxes,,162000000000.0
uganda,ugandan shillings,2006.0,actual,total revenue and grants,revenue,tax,international trade taxes,,227000000000.0
uganda,ugandan shillings,2007.0,actual,total revenue and grants,revenue,tax,international trade taxes,,261000000000.0
uganda,ugandan shillings,2008.0,actual,total revenue and grants,revenue,tax,international trade taxes,,308000000000.0
uganda,ugandan shillings,2009.0,actual,total revenue and grants,revenue,tax,international trade taxes,,361000000000.0
uganda,ugandan shillings,2010.0,actual ,total revenue and grants,revenue,tax,international trade taxes,,352000000000.0
uganda,ugandan shillings,2011.0,actual,total revenue and grants,revenue,tax,international trade taxes,,455000000000.0
uganda,ugandan shillings,2012.0,actual,total revenue and grants,revenue,tax,international trade taxes,,503000000000.0
uganda,ugandan shillings,2013.0,actual,total revenue and grants,revenue,tax,international trade taxes,,599000000000.0
uganda,ugandan shillings,2014.0,budget,total revenue and grants,revenue,tax,international trade taxes,,981600000000.0
uganda,ugandan shillings,2014.0,prel,total revenue and grants,revenue,tax,international trade taxes,,747000000000.0
uganda,ugandan shillings,2015.0,proj,total revenue and grants,revenue,tax,international trade taxes,,893000000000.0
uganda,ugandan shillings,2016.0,proj,total revenue and grants,revenue,tax,international trade taxes,,1020000000000.0
uganda,ugandan shillings,2017.0,proj,total revenue and grants,revenue,tax,international trade taxes,,1179000000000.0
uganda,ugandan shillings,2018.0,proj,total revenue and grants,revenue,tax,international trade taxes,,1387000000000.0
uganda,ugandan shillings,2019.0,proj,total revenue and grants,revenue,tax,international trade taxes,,1722000000000.0
uganda,ugandan shillings,2000.0,actual,total revenue and grants,revenue,tax,income taxes,,182000000000.0
uganda,ugandan shillings,2001.0,actual,total revenue and grants,revenue,tax,income taxes,,224000000000.0
uganda,ugandan shillings,2002.0,actual,total revenue and grants,revenue,tax,income taxes,,284000000000.0
uganda,ugandan shillings,2003.0,actual,total revenue and grants,revenue,tax,income taxes,,350000000000.0
uganda,ugandan shillings,2004.0,actual,total revenue and grants,revenue,tax,income taxes,,436900000000.0
uganda,ugandan shillings,2005.0,actual,total revenue and grants,revenue,tax,income taxes,,560000000000.0
uganda,ugandan shillings,2006.0,actual,total revenue and grants,revenue,tax,income taxes,,653000000000.0
uganda,ugandan shillings,2007.0,actual,total revenue and grants,revenue,tax,income taxes,,782000000000.0
uganda,ugandan shillings,2008.0,actual,total revenue and grants,revenue,tax,income taxes,,862000000000.0
uganda,ugandan shillings,2009.0,actual,total revenue and grants,revenue,tax,income taxes,,1094000000000.0
uganda,ugandan shillings,2010.0,actual ,total revenue and grants,revenue,tax,income taxes,,1361000000000.0
uganda,ugandan shillings,2011.0,actual,total revenue and grants,revenue,tax,income taxes,,1750000000000.0
uganda,ugandan shillings,2012.0,actual,total revenue and grants,revenue,tax,income taxes,,2112000000000.0
uganda,ugandan shillings,2013.0,actual,total revenue and grants,revenue,tax,income taxes,,2588000000000.0
uganda,ugandan shillings,2014.0,budget,total revenue and grants,revenue,tax,income taxes,,2858900000000.0
uganda,ugandan shillings,2014.0,prel,total revenue and grants,revenue,tax,income taxes,,2756000000000.0
uganda,ugandan shillings,2015.0,proj,total revenue and grants,revenue,tax,income taxes,,3318000000000.0
uganda,ugandan shillings,2016.0,proj,total revenue and grants,revenue,tax,income taxes,,3654000000000.0
uganda,ugandan shillings,2017.0,proj,total revenue and grants,revenue,tax,income taxes,,4210000000000.0
uganda,ugandan shillings,2018.0,proj,total revenue and grants,revenue,tax,income taxes,,4855000000000.0
uganda,ugandan shillings,2019.0,proj,total revenue and grants,revenue,tax,income taxes,,5713000000000.0
uganda,ugandan shillings,2000.0,actual,total revenue and grants,revenue,tax,excises,,328000000000.0
uganda,ugandan shillings,2001.0,actual,total revenue and grants,revenue,tax,excises,,325000000000.0
uganda,ugandan shillings,2002.0,actual,total revenue and grants,revenue,tax,excises,,361000000000.0
uganda,ugandan shillings,2003.0,actual,total revenue and grants,revenue,tax,excises,,389000000000.0
uganda,ugandan shillings,2004.0,actual,total revenue and grants,revenue,tax,excises,,447200000000.0
uganda,ugandan shillings,2005.0,actual,total revenue and grants,revenue,tax,excises,,498000000000.0
uganda,ugandan shillings,2006.0,actual,total revenue and grants,revenue,tax,excises,,567000000000.0
uganda,ugandan shillings,2007.0,actual,total revenue and grants,revenue,tax,excises,,653000000000.0
uganda,ugandan shillings,2008.0,actual,total revenue and grants,revenue,tax,excises,,815000000000.0
uganda,ugandan shillings,2009.0,actual,total revenue and grants,revenue,tax,excises,,921000000000.0
uganda,ugandan shillings,2010.0,actual ,total revenue and grants,revenue,tax,excises,,1025000000000.0
uganda,ugandan shillings,2011.0,actual,total revenue and grants,revenue,tax,excises,,1186000000000.0
uganda,ugandan shillings,2012.0,actual,total revenue and grants,revenue,tax,excises,,1446000000000.0
uganda,ugandan shillings,2013.0,actual,total revenue and grants,revenue,tax,excises,,1466000000000.0
uganda,ugandan shillings,2014.0,budget,total revenue and grants,revenue,tax,excises,,1793800000000.0
uganda,ugandan shillings,2014.0,prel,total revenue and grants,revenue,tax,excises,,1757000000000.0
uganda,ugandan shillings,2015.0,proj,total revenue and grants,revenue,tax,excises,,2094000000000.0
uganda,ugandan shillings,2016.0,proj,total revenue and grants,revenue,tax,excises,,2439000000000.0
uganda,ugandan shillings,2017.0,proj,total revenue and grants,revenue,tax,excises,,2784000000000.0
uganda,ugandan shillings,2018.0,proj,total revenue and grants,revenue,tax,excises,,3151000000000.0
uganda,ugandan shillings,2019.0,proj,total revenue and grants,revenue,tax,excises,,3480000000000.0
uganda,ugandan shillings,2000.0,actual,total revenue and grants,revenue,tax,value-added tax,,313000000000.0
uganda,ugandan shillings,2001.0,actual,total revenue and grants,revenue,tax,value-added tax,,339000000000.0
uganda,ugandan shillings,2002.0,actual,total revenue and grants,revenue,tax,value-added tax,,393000000000.0
uganda,ugandan shillings,2003.0,actual,total revenue and grants,revenue,tax,value-added tax,,466000000000.0
uganda,ugandan shillings,2004.0,actual,total revenue and grants,revenue,tax,value-added tax,,531000000000.0
uganda,ugandan shillings,2005.0,actual,total revenue and grants,revenue,tax,value-added tax,,608000000000.0
uganda,ugandan shillings,2006.0,actual,total revenue and grants,revenue,tax,value-added tax,,696000000000.0
uganda,ugandan shillings,2007.0,actual,total revenue and grants,revenue,tax,value-added tax,,829000000000.0
uganda,ugandan shillings,2008.0,actual,total revenue and grants,revenue,tax,value-added tax,,1039000000000.0
uganda,ugandan shillings,2009.0,actual,total revenue and grants,revenue,tax,value-added tax,,1184000000000.0
uganda,ugandan shillings,2010.0,actual ,total revenue and grants,revenue,tax,value-added tax,,1329000000000.0
uganda,ugandan shillings,2011.0,actual,total revenue and grants,revenue,tax,value-added tax,,1567000000000.0
uganda,ugandan shillings,2012.0,actual,total revenue and grants,revenue,tax,value-added tax,,1921000000000.0
uganda,ugandan shillings,2013.0,actual,total revenue and grants,revenue,tax,value-added tax,,2353000000000.0
uganda,ugandan shillings,2014.0,budget,total revenue and grants,revenue,tax,value-added tax,,2953800000000.0
uganda,ugandan shillings,2014.0,prel,total revenue and grants,revenue,tax,value-added tax,,2570000000000.0
uganda,ugandan shillings,2015.0,proj,total revenue and grants,revenue,tax,value-added tax,,3066000000000.0
uganda,ugandan shillings,2016.0,proj,total revenue and grants,revenue,tax,value-added tax,,3432000000000.0
uganda,ugandan shillings,2017.0,proj,total revenue and grants,revenue,tax,value-added tax,,3939000000000.0
uganda,ugandan shillings,2018.0,proj,total revenue and grants,revenue,tax,value-added tax,,4570000000000.0
uganda,ugandan shillings,2019.0,proj,total revenue and grants,revenue,tax,value-added tax,,5245000000000.0
uganda,ugandan shillings,2000.0,actual,total revenue and grants,revenue,nontax,,,81000000000.0
uganda,ugandan shillings,2001.0,actual,total revenue and grants,revenue,nontax,,,53000000000.0
uganda,ugandan shillings,2002.0,actual,total revenue and grants,revenue,nontax,,,98000000000.0
uganda,ugandan shillings,2003.0,actual,total revenue and grants,revenue,nontax,,,96000000000.0
uganda,ugandan shillings,2004.0,actual,total revenue and grants,revenue,nontax,,,118700000000.0
uganda,ugandan shillings,2005.0,actual,total revenue and grants,revenue,nontax,,,121000000000.0
uganda,ugandan shillings,2006.0,actual,total revenue and grants,revenue,nontax,,,125000000000.0
uganda,ugandan shillings,2007.0,actual,total revenue and grants,revenue,nontax,,,144000000000.0
uganda,ugandan shillings,2008.0,actual,total revenue and grants,revenue,nontax,,,121000000000.0
uganda,ugandan shillings,2009.0,actual,total revenue and grants,revenue,nontax,,,198000000000.0
uganda,ugandan shillings,2010.0,actual ,total revenue and grants,revenue,nontax,,,206000000000.0
uganda,ugandan shillings,2011.0,actual,total revenue and grants,revenue,nontax,,,251000000000.0
uganda,ugandan shillings,2012.0,actual,total revenue and grants,revenue,nontax,,,259000000000.0
uganda,ugandan shillings,2013.0,actual,total revenue and grants,revenue,nontax,,,304000000000.0
uganda,ugandan shillings,2014.0,budget,total revenue and grants,revenue,nontax,,,182100000000.0
uganda,ugandan shillings,2014.0,prel,total revenue and grants,revenue,nontax,,,334000000000.0
uganda,ugandan shillings,2015.0,proj,total revenue and grants,revenue,nontax,,,405000000000.0
uganda,ugandan shillings,2016.0,proj,total revenue and grants,revenue,nontax,,,504000000000.0
uganda,ugandan shillings,2017.0,proj,total revenue and grants,revenue,nontax,,,580000000000.0
uganda,ugandan shillings,2018.0,proj,total revenue and grants,revenue,nontax,,,693000000000.0
uganda,ugandan shillings,2019.0,proj,total revenue and grants,revenue,nontax,,,829000000000.0
uganda,ugandan shillings,2000.0,actual,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2001.0,actual,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2002.0,actual,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2003.0,actual,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2004.0,actual,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2005.0,actual,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2006.0,actual,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2007.0,actual,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2008.0,actual,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2009.0,actual,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2010.0,actual ,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2011.0,actual,total revenue and grants,revenue,oil revenue,,,1121000000000.0
uganda,ugandan shillings,2012.0,actual,total revenue and grants,revenue,oil revenue,,,392000000000.0
uganda,ugandan shillings,2013.0,actual,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2014.0,budget,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2014.0,prel,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2015.0,proj,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2016.0,proj,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2017.0,proj,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2018.0,proj,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2019.0,proj,total revenue and grants,revenue,oil revenue,,,0.0
uganda,ugandan shillings,2000.0,actual,total revenue and grants,grants,,,,516000000000.0
uganda,ugandan shillings,2001.0,actual,total revenue and grants,grants,,,,786000000000.0
uganda,ugandan shillings,2002.0,actual,total revenue and grants,grants,,,,715000000000.0
uganda,ugandan shillings,2003.0,actual,total revenue and grants,grants,,,,830000000000.0
uganda,ugandan shillings,2004.0,actual,total revenue and grants,grants,,,,1249100000000.0
uganda,ugandan shillings,2005.0,actual,total revenue and grants,grants,,,,1198000000000.0
uganda,ugandan shillings,2006.0,actual,total revenue and grants,grants,,,,974000000000.0
uganda,ugandan shillings,2007.0,actual,total revenue and grants,grants,,,,957000000000.0
uganda,ugandan shillings,2008.0,actual,total revenue and grants,grants,,,,656000000000.0
uganda,ugandan shillings,2009.0,actual,total revenue and grants,grants,,,,787000000000.0
uganda,ugandan shillings,2010.0,actual ,total revenue and grants,grants,,,,863000000000.0
uganda,ugandan shillings,2011.0,actual,total revenue and grants,grants,,,,891000000000.0
uganda,ugandan shillings,2012.0,actual,total revenue and grants,grants,,,,1137000000000.0
uganda,ugandan shillings,2013.0,actual,total revenue and grants,grants,,,,936000000000.0
uganda,ugandan shillings,2014.0,budget,total revenue and grants,grants,,,,909700000000.0
uganda,ugandan shillings,2014.0,prel,total revenue and grants,grants,,,,709000000000.0
uganda,ugandan shillings,2015.0,proj,total revenue and grants,grants,,,,1222000000000.0
uganda,ugandan shillings,2016.0,proj,total revenue and grants,grants,,,,824000000000.0
uganda,ugandan shillings,2017.0,proj,total revenue and grants,grants,,,,819000000000.0
uganda,ugandan shillings,2018.0,proj,total revenue and grants,grants,,,,881000000000.0
uganda,ugandan shillings,2019.0,proj,total revenue and grants,grants,,,,738000000000.0
uganda,ugandan shillings,2000.0,actual,total revenue and grants,grants,budget support ,,,240000000000.0
uganda,ugandan shillings,2001.0,actual,total revenue and grants,grants,budget support ,,,367000000000.0
uganda,ugandan shillings,2002.0,actual,total revenue and grants,grants,budget support ,,,364000000000.0
uganda,ugandan shillings,2003.0,actual,total revenue and grants,grants,budget support ,,,469000000000.0
uganda,ugandan shillings,2004.0,actual,total revenue and grants,grants,budget support ,,,816200000000.0
uganda,ugandan shillings,2005.0,actual,total revenue and grants,grants,budget support ,,,811000000000.0
uganda,ugandan shillings,2006.0,actual,total revenue and grants,grants,budget support ,,,738000000000.0
uganda,ugandan shillings,2007.0,actual,total revenue and grants,grants,budget support ,,,776000000000.0
uganda,ugandan shillings,2008.0,actual,total revenue and grants,grants,budget support ,,,470000000000.0
uganda,ugandan shillings,2009.0,actual,total revenue and grants,grants,budget support ,,,531000000000.0
uganda,ugandan shillings,2010.0,actual ,total revenue and grants,grants,budget support ,,,467000000000.0
uganda,ugandan shillings,2011.0,actual,total revenue and grants,grants,budget support ,,,515000000000.0
uganda,ugandan shillings,2012.0,actual,total revenue and grants,grants,budget support ,,,581000000000.0
uganda,ugandan shillings,2013.0,actual,total revenue and grants,grants,budget support ,,,199000000000.0
uganda,ugandan shillings,2014.0,budget,total revenue and grants,grants,budget support ,,,212900000000.0
uganda,ugandan shillings,2014.0,prel,total revenue and grants,grants,budget support ,,,215000000000.0
uganda,ugandan shillings,2015.0,proj,total revenue and grants,grants,budget support ,,,257000000000.0
uganda,ugandan shillings,2016.0,proj,total revenue and grants,grants,budget support ,,,256000000000.0
uganda,ugandan shillings,2017.0,proj,total revenue and grants,grants,budget support ,,,254000000000.0
uganda,ugandan shillings,2018.0,proj,total revenue and grants,grants,budget support ,,,274000000000.0
uganda,ugandan shillings,2019.0,proj,total revenue and grants,grants,budget support ,,,229000000000.0
uganda,ugandan shillings,2000.0,actual,total revenue and grants,grants,project grants,,,275000000000.0
uganda,ugandan shillings,2001.0,actual,total revenue and grants,grants,project grants,,,419000000000.0
uganda,ugandan shillings,2002.0,actual,total revenue and grants,grants,project grants,,,351000000000.0
uganda,ugandan shillings,2003.0,actual,total revenue and grants,grants,project grants,,,361000000000.0
uganda,ugandan shillings,2004.0,actual,total revenue and grants,grants,project grants,,,432900000000.0
uganda,ugandan shillings,2005.0,actual,total revenue and grants,grants,project grants,,,387000000000.0
uganda,ugandan shillings,2006.0,actual,total revenue and grants,grants,project grants,,,236000000000.0
uganda,ugandan shillings,2007.0,actual,total revenue and grants,grants,project grants,,,181000000000.0
uganda,ugandan shillings,2008.0,actual,total revenue and grants,grants,project grants,,,185000000000.0
